name,price,description,rating,user,categoryType,conditionType,offerType
NHIPCPQ4KU,1589.28,R04LPRRKLYTT0ALNT691PXMVIPCWI7DN1GJG7QA74G2NWUMZFM,4.79,43,ART,NEW_WITH_DEFECT,BUY_NOW
066TR9A8G4,1579.41,06CDFLO0W4KHQ1SPXA3LNSEBCBV92V0X8MFELXGBOF7VX5GTA5,4.99,57,ART,NEW_WITH_DEFECT,BUY_NOW
GRILPM38KY,3787.17,AR9EAPKIKYWAPIA42POS0JOI69LI1KYYZ21QRFCDF0BWOX6YZY,4.93,23,HEALTH,NEW,BUY_NOW
GQPMZ8PAXC,1529.11,RPXLI7349GMD3BPHC25Y4JGYOE76GGRW4BYJ5P21KMKYIY8OKF,4.03,37,FOOD,NEW_WITHOUT_TAG,BUY_NOW
XKU6E5FMT1,3582.44,C28M7MC5KXR7QCA43QA2OK96DJAMB92RQNTEAN7QAPT0J3OOI1,1.7,55,ART,NEW_WITHOUT_TAG,AUCTION
AINNTW9QLZ,3775.49,CI0W7KJDSBQKDS1WKALM8TT1THMOD5GUWZPI4WT85XR98UQDLH,0.87,47,FASHION,NEW_WITHOUT_TAG,BUY_NOW
643OK6KKLB,1786.52,5YLUD39ZBYQN7N1KB6W7MO2HYFOL5SY7F536YMM0GGD9PEKIW8,2.25,51,SPORT,USED,AUCTION
USSZGFZBPG,1212.79,0PR1RZ7D5WMTR14DS0BQ2BV0QQEEBPD40UEMRPFMCEKQAPLVFR,0.59,26,HOME_AND_GARDEN,NEW,AUCTION
EJDENQYHCY,2571.89,GAYRVGF5RF4RWYVUSNE9BILURAD7K55YZ5OSX4QA665C82KMVU,1.07,96,SPORT,NEW_WITH_DEFECT,BUY_NOW
U07DHHNLXJ,3119.11,UT2K5HK506GK63RCJVROHT64JXDVWK7HQAEPO2TZDS03KJUSPE,4.61,75,ART,NEW_WITH_DEFECT,BUY_NOW
03TN8Z0IK2,3187.56,LU3NESCJQTSM8LOKI8WT7TSZ4T1EMLRWTL7K271P341U5T3VTL,1.33,45,FOOD,USED,AUCTION
Y6QWJI96SU,697.63,0Z1E1Z5MJ8T944Y75YWR74PBX90X7DVI5LKRKI0XR9QK8BMG68,1.11,88,ART,NEW,AUCTION
23CCN3UYCY,4357.96,9H2CR7CVCQ8D8PW4747W5PWSJ702LCU1EW74T8KE4RAPM4PRDZ,3.52,86,HOME_AND_GARDEN,USED,AUCTION
BCRB5K2J8U,4960.66,Y1AP3ZD1W9DRLVHCJ4OLYC2307X5ZRRG98V181LR3CL244QS41,3.81,50,AUTOMOTIVE,NEW,BUY_NOW
QDE7RX27HZ,179.98,OSXYAXH62YNMEC3P6VG4MO9LB4L9MYYB6ACBHUCYOPG1HSWLHT,2.41,25,FASHION,NEW_WITH_DEFECT,AUCTION
1SBW34LEYI,2063.02,BNR7KZTEUMYAF5SAI970I2CRHVFR2NW7UDFFPR4EQ5SAQWUSG9,2.96,79,FASHION,NEW_WITHOUT_TAG,BUY_NOW
HLIGMJ9DUC,1489.8,44HXWGKGHUT8NWUVVTLO6TUFZX6FQ8TVQ8TIUYGOG3FCLV8V3S,0.71,34,BEAUTY,USED,AUCTION
OYKB96HE9B,2269.35,G48Z5AWM7ZO5GUMD3IHRWIOOUIM3ANRQ6T0JBON8FK1G2CRSWJ,4.66,96,SPORT,NEW_WITHOUT_TAG,BUY_NOW
OTK48WQ7AL,4354.8,P9NT8YDW8XRNPEAI2QCO71IFSTDOZF3GS5MNYRYO2DN2R0PLX9,3.78,91,BEAUTY,NEW,BUY_NOW
YCZMU2TGQH,1233.52,AGHI76DGAHVCGEBG2K81FZEY5VDWLUN6ENUF819OO3AQD24EEE,0.66,24,AUTOMOTIVE,NEW_WITH_DEFECT,AUCTION
7BZ10DW2L1,3895.72,6HVMDJ9P8P9BYOPAPNSG7V621Z1EH9W15ING5KOGXB3J42QMM2,3.48,52,FOOD,NEW_WITHOUT_TAG,AUCTION
EE0STG5YEZ,2643.27,K2Q9RCLP6Z93UDTZLJWVC08II9YPRXK7H69AOZ8VKICS7BWMEE,2.38,6,SPORT,NEW_WITHOUT_TAG,AUCTION
GWQFU57VQY,4905.09,MIOOQWF7XOU36J8M2L7GL6O9BLTAB1O4MKDPP46HZSRP8T32TJ,2.39,86,FASHION,NEW_WITHOUT_TAG,AUCTION
TC554WLUIF,4872.13,PATJNUHAABJD1UZBS21T5X5UHXOLHSD9KICTERZ3QNEZV0E6QO,3.17,12,HEALTH,NEW,BUY_NOW
JZFH7WXBII,485.14,E7ZP3F1UWR95V8EO2IDOQGY9BB0LJQ6LAJN1ODZEWNBPJ9DPXW,1.36,49,HEALTH,USED,AUCTION
12RPEEECSN,4509.99,86TVSUTM4JHBP8UKZOCAEHQPRIU6TBR6VQDWGOKPQ7VWQ06HXY,3.55,26,SPORT,NEW_WITH_DEFECT,AUCTION
LGJR6M7CZN,4576.41,AS4NJ6ZJ0P4RD9R9HPFAKDHH11FOF13QMT49UKCYCEPUTJ48OH,1.44,41,AUTOMOTIVE,NEW_WITHOUT_TAG,AUCTION
PRH4PCNTKP,1750.87,US64OE1BK69JT2N2U0QE523WMH99PZ06QNYPONLSPMMDKV5LCF,2.47,56,BEAUTY,NEW_WITHOUT_TAG,AUCTION
HMFVUNWZID,117.18,2YNLRDQLLLEG5Y4Z8K6OWT8AQFTXHH5Q2LJ5JEF9C3S5D3D0S2,3.24,55,BEAUTY,NEW,BUY_NOW
2DYEPBVKBH,4116.55,6Z9HLW1EGQVF6OUSHABL9RX0L6184OQ8B68TZH4Q2B9JVVB6LY,1.18,13,FOOD,NEW_WITHOUT_TAG,BUY_NOW
7R65WTFFMY,2525.9,ZATUSSLONY3OL7H4E4EZT63YQNB1KE7E6S0ZSMPQDR4DQN7I1J,0.61,11,SPORT,NEW,BUY_NOW
N7VK9BEYE8,2677.73,UEHH4RB33TKWIAGSYO8864UXBAAR7JJEV1TME1XK077KHXX6P1,3.3,87,FOOD,USED,BUY_NOW
TNDC0JEXGP,1276.92,Y2ZFNYU088N7GC36ZD5UJGNATOENY8WIGBA9K5EYLIMXZ1HCCQ,4.44,39,FASHION,NEW,AUCTION
O1RX79X487,1214.15,JP42V4Z9RA4I7GF025JNDXCNL5GBL0NT58XEQX9JNDWGRHDEQ9,0.48,38,ELECTRONICS,NEW_WITH_DEFECT,BUY_NOW
4S0XFLXZJU,3042.69,YLWH6L6GAVBN6QOWOIPV6LTGYQXFK6MX0OGH8XDFL7XXWHWDSZ,2.71,16,HOME_AND_GARDEN,NEW_WITHOUT_TAG,BUY_NOW
44HZ0CDVEY,3422.77,NFEW24HL6SGY6JE39ZHCFFBY5F0U4T3141IZCS43NNN39N7FAD,2.54,70,ART,NEW_WITHOUT_TAG,BUY_NOW
330EAJHRT6,3504.18,UORM6U9XN8GEF3X876KUWFA9NY62I20EM7D0AINX7X2ABT51DB,0.9,10,AUTOMOTIVE,NEW,AUCTION
0LDOHSYXDX,1343.9,I22NA2MUPH6PCWZKNZ6VWUP7AUKYJLLJEZAZUNJQBS7Z0DFS4M,4.06,65,AUTOMOTIVE,NEW,AUCTION
ZUMYTIIEHU,170.67,H9HD87PDZENR45I1QN6UZNTVY9D4M84B625GLYN0A88LJ47OXQ,1.64,79,SPORT,USED,BUY_NOW
HZ9812WTAA,782.7,Q1D33CW32TXULJXS9OIXMIN4HIAAVMHSUSU6KW25TIL08ALCUD,2.65,96,ELECTRONICS,USED,BUY_NOW
9LQ518BBAW,4789.03,EHFZOI71XNTV3DSJUK30HZKUOVOTO5I9IKZ47G4M983F4JN48Q,1.67,95,SPORT,USED,AUCTION
LC8RM2HZCD,2156.84,OGVECXTKVJ3YDKAVCIDHQPQE9KF82OX5C2BDWY8TF2I2WXJYIM,0.83,39,HOME_AND_GARDEN,USED,AUCTION
5REVIKD81Y,1631.65,C9UN8K8EW9RBTORU8AOB4QCMW4BDWZELYI1DTNERC8P31TCDCJ,0.99,21,FOOD,NEW_WITHOUT_TAG,BUY_NOW
71CUDGCWTD,153.7,O7JZ3I35K8B7HPJVF7BVITFGGGI16CT069EQB63FXXJ3QXHIJL,3.69,90,HOME_AND_GARDEN,USED,BUY_NOW
PP8CNPWKIP,1478.26,F0VS30N29ZM1OSSAB5ZWGWCNIARXM264651DLYWK9P0NCE7VDG,0.17,54,FASHION,USED,AUCTION
PZ36RRR42T,3160.07,8DVI9H450JXNOCXSBDO4ACZMGTB4SE801KZT4RLEX7OKU27B26,4.31,91,HOME_AND_GARDEN,NEW_WITH_DEFECT,BUY_NOW
4L8AGTGF70,353.51,G2J8HLXLMMN7NE0IRH6OWVCEDZ1M8BUGVKALOYI3EUNXQ7V7VY,4.47,30,ELECTRONICS,NEW,AUCTION
CVJ0BMOKNS,1440.72,8LV6AO78E9VFVW7F5GP9LVZQTD80OXQNMZACZURC3UOKKQ8VV9,2.48,19,FOOD,USED,AUCTION
NGDXHD8OM3,672.81,81ZUP8F9WJWK9J2Y5C1YN9Y51VUNUM1R80QROJV4ACH59DW8RH,0.91,38,BEAUTY,NEW_WITH_DEFECT,BUY_NOW
YKSZ30HOPU,2388.19,D249UPBO5ZQMUVGNNZFP6HKVFL7N7NG8PA1TEQ0PPTOJZKX6N9,4.03,94,FOOD,NEW_WITH_DEFECT,AUCTION
0OFI95NAHC,1590.44,LY89DJFSWAHT1KXBVQ13ULOK142VAK8XRACRQWPOYF5AV5ZSDV,1.05,18,ART,NEW_WITHOUT_TAG,BUY_NOW
QCQMIJF6H0,457.88,1PXGTQP4RQ78WPT65G2A4WO6EJ4LF5JKCKFNKDVVLN4Z8ZB0Z4,1.15,78,ELECTRONICS,USED,BUY_NOW
XBYPUOM09Q,4956.09,8R9MBE6OCQVBZ24FI9RYXB9Z0UT8LL6AIVNNPOUTQ5HJ5IJNMW,3.18,51,ART,USED,BUY_NOW
QYH4YJZFIM,3566.57,6O7AKFC40265ZYCX83M1E5OYZAYSPUJQPXIDPSKV6393J3DUOG,2.95,59,FOOD,NEW_WITHOUT_TAG,BUY_NOW
DL0X3ERI4U,61.83,FZ0E1X7CRKRCVH1GQPOHFMSVRJWRNT5WQVI25GOUQII5J5BQ5N,3.92,25,BEAUTY,NEW_WITH_DEFECT,BUY_NOW
ADR9HLKZ94,4449.12,8U8RI0YPSLICXNVZA0TRRZ1M0YVHLQ9Q3QVACBW78YKYNJ8IPI,3.49,71,FOOD,NEW,AUCTION
MBZECQ48U9,349.48,KQQ1120H7Z97HSR16E435A25YSDAIIED3RDYHXXP71P8NG5KIU,1.15,78,BEAUTY,USED,AUCTION
1VZ1R2C7X1,738.21,FVZ7OCDGNEFPYQOPDH7MFL8WIM4R7337IO4TYM7VOB3VE1LDLO,1.48,21,FASHION,USED,AUCTION
1F6LKMSUMN,1614.27,SYIBQACSFU0RCXKA2GL2KK6QN7LSJYHDOPM9JE4X7PM705KOBE,2.29,80,ELECTRONICS,NEW,AUCTION
VNXH7S87YB,3779.35,A74TM0NH9OF1BCALUQFDURSH64HEU40RDJLT37IUX1A6KTYYIY,3.63,8,SPORT,USED,BUY_NOW
DOK1KWE3GT,3169.92,7HLPRQHUN27S8IA6YISE1X613GSN9I7TBHFSFKNIMRSEPR2P61,1.55,95,HEALTH,NEW_WITHOUT_TAG,BUY_NOW
4C20XNAYXO,4759.57,ZHPBQ9QY1HF34I5JTH5FIJCPBXAVIMU9L13ZHXZCYRUXR971YI,2.67,86,ART,NEW_WITH_DEFECT,BUY_NOW
A0GQNJBBX6,3856.42,GCY4FOGXCT2HVJ6HJDKKKMJGQMBC4HEN64JAZ772TVO8M4JCCX,4.85,72,AUTOMOTIVE,USED,AUCTION
XY7U4J6FEV,2344.67,1K1DF2K3OTNGQWW1HNE1H419ZF734NCBKBUQJMEJDUEK4PYLDS,1.22,37,HOME_AND_GARDEN,NEW,AUCTION
EGN02PUR7D,4073.2,WORWBGUP0VYMLRZ9KDMUHQM1CSTW9VQODGJB4G6SWHFP8G4UE0,2.17,90,FOOD,USED,AUCTION
SAPWCEQEZQ,714.49,GSX4566WIP7L23U8C2UJO1S3GYPX7LVJXLCQTR7QI6B89L3H1I,4.49,14,FOOD,NEW,BUY_NOW
SO3XY1OWFA,3574.01,YOR1RDV098SCWLA8AQLLGH0G76EVWE41Y8W8LG93H4S3Y820MD,3.56,58,HEALTH,USED,AUCTION
YWSS8YRKIJ,56.52,MA8JN2RTAG4MY9Q3LQXN9WJSP6W1UNSJHG96OIVS9A3GREJIGL,1.28,9,FOOD,NEW,BUY_NOW
MUNKCX2TGS,2667.89,PT2ALKU39TQASA3SX2AB2INB7P26W56TA9LP4TEHBPQC3FHRBX,4.1,66,ELECTRONICS,NEW_WITH_DEFECT,AUCTION
22ERRMCYHT,2218.01,13ZOHBYTMXL6Z0B9AZUOATRS00IZ4SOGJ2SAU10CL5DD9J9M78,3.08,65,FOOD,NEW_WITHOUT_TAG,BUY_NOW
B5C3D9KNEE,1489.61,A96WUXATVRRV2EMJKJB6IBNC8346LHRKKAM11N0V0EGJOJB0UB,3.42,69,HOME_AND_GARDEN,NEW_WITH_DEFECT,AUCTION
MN6XT4CGO9,1887.43,NUEYVYBEXSNP26YS7A2GWMPCNI1AX7QB0NI9RHSY47FBZ7IT3L,0.7,66,AUTOMOTIVE,NEW,AUCTION
H28DGIVVOL,2084.53,V2F1SSHI6EXU6OZDRKTH9FE8D6NMHLRCR90MGHA54D7YFA4TDC,4.29,6,HEALTH,NEW_WITH_DEFECT,AUCTION
6FYYQSIF2J,2320.59,L7Y37TFMNWP6X527NRSKENFW15F5ZP71AP2U117I9H0Z50FRHB,4.83,79,HEALTH,NEW_WITH_DEFECT,AUCTION
T3G68VYZYB,4805.4,O82YM4M85S5WZXQYOP5C6PSEYIBR29EZ22I6B9IXKYJMK7LCP4,2.54,73,FASHION,NEW_WITHOUT_TAG,AUCTION
Q0M43GGH86,2926.57,9NSQ67AMI1RUKWSVAOC78G3ZYH2Z6GIBVPRNAV8JSNB3M1SOA2,0.77,31,ELECTRONICS,NEW_WITH_DEFECT,AUCTION
BK3UKX3NIH,4037.91,1X1N24V5TJAM1FYQWCUT8A67WL6ACCE4FI1IN6927N631ZK0M7,1.76,16,HEALTH,USED,AUCTION
8LJWEP82CQ,751.68,40ULJI8HXXVBRPSWTSEMU5I7ZZJA2ZT4F3B4GVFR50UX29PTRV,4.18,58,FOOD,USED,AUCTION
YYL8210XR4,1221.36,2CZ9GS353PTF2QMBRRRJ2G0AMDDFJ5K51TKE1Y58G2XKO5J7V2,1.63,79,FASHION,NEW,BUY_NOW
XU8LKMDTPT,2685.18,EWX0E43I7473SR7WLSEI2KT4N4P6WUGWAB0YONTK113MIM2O1H,3.55,38,FASHION,NEW_WITHOUT_TAG,AUCTION
TR199BGIWY,3182.03,2JC99T3D5ESZIEMSLH6873UJRDLCJTE55376UEHKUFC47KO4U5,2.49,40,ART,USED,BUY_NOW
WBO1NZP2WW,4801.19,U70FXUVLDRSYZY1WBQCUMMKOSB8CCMGVWBYYIUA4VA1BQD8EYN,0.04,16,FOOD,NEW,AUCTION
AH2M7MFK7W,2775.38,NZFZFZA0QBVV7MRRNKBTP9PHALTXZUIKH8IQX7KG9KI19N0AFG,3.93,53,ART,NEW,AUCTION
20W46R49SR,4910.32,8NRG8J43EPK1IA3AF68NS2GWAO5340KUKD3J4IYSSZVF0HWWK6,1.79,74,FOOD,NEW_WITH_DEFECT,AUCTION
8NTRIHSEXG,1896.41,L5FD9NCC5TVA6XJG4MPB3CUIWLUA029D9WFO98RGWQZGYBH22U,3.69,56,FOOD,NEW,BUY_NOW
H05ACVZAA6,2154.22,CIHBTHUBCOHGCHS60Q3M27GHVX1L6W1XICHG09S91VUZPNTIG2,0.34,4,AUTOMOTIVE,USED,AUCTION
QWOK73CWOS,2475.1,67WLO3V6GI5F8EXW2BAO7PNO39LJUOJ1PAC6Y5IOTPCADFZ2N3,1.62,93,SPORT,USED,AUCTION
HCFP6U3PJH,15.75,OIAXANPLBH69NY5RTEH6EKRK2Q1JDSOLI7OT5HTD6KR1PMQHWJ,2.05,22,ELECTRONICS,NEW,BUY_NOW
DS9JBRW1T2,3583.54,MIJ565EBL8VW3OBU53308YSPG774PDDCVH0442HBHV46H83948,1.77,63,ELECTRONICS,NEW_WITHOUT_TAG,AUCTION
A8861REHLY,3888.72,1I9JTEV5F7GCF7PRV8GDUORYSOQ42VRT4P39J0OTRFU4IELHKR,4.85,46,FOOD,NEW_WITH_DEFECT,BUY_NOW
EJ732FLBN3,4691.36,W5YS22LC6M3RNARQ7826Y3ITL3GUWJCILM7UZW8QZC5O9T2WZI,2.88,70,SPORT,NEW_WITH_DEFECT,AUCTION
61TDDUJGYF,310.75,W4KRI516I1FP1LUOEBVWTEC767H1XY20FPQBZE2OTQMW7J7ON3,3.74,5,FASHION,USED,BUY_NOW
2SRU7ZVD0Z,3346.3,KBFT5SXZD7U87CYO28LW1C3QSWLWF41ZX7WTNFVDQ0D67AN7G4,2.77,98,ART,NEW_WITHOUT_TAG,AUCTION
0TEL5DTKE6,2933.75,HXKLTGFQO1013Y0F4YPZI7LDQ23ER61UZJOS6R8ZMP290AKZ11,2.51,67,ART,USED,AUCTION
MDZ48KJVMF,1198.36,H6FGC33N7QN4LF2JEMORZKRMJTJJPF5UUS1X0L1EBVH1X1V1OJ,3.6,44,AUTOMOTIVE,NEW_WITH_DEFECT,BUY_NOW
8NSJQ0U56Z,1828.05,SBXRRK2JBAJHZBX0CEMDTKFZBJMTQDQ33IYUIA1B5TXNVVX1K4,0.69,41,HEALTH,NEW_WITH_DEFECT,AUCTION
4EKCKDHE6L,3153.49,YBNTQ6GPD1Z3VAPU0CEAYDVC83AO5RREKWQ1WOQ6CVGT9DFW89,3.05,21,ELECTRONICS,USED,BUY_NOW
H6BKIAKG25,634.87,C0QPUPB0TA3TPNK5Y8GCS3RLU38SNWZG7G3VJ2B4SYO8O4FIPY,4.35,43,BEAUTY,NEW,AUCTION
V68C3D5M80,2704.33,W272F9GJWGTDMOUJM4H9BVO9R1NRN1Q6V3L33ZUDJR9IOKXVFM,0.91,45,SPORT,USED,BUY_NOW
JNRIE7OU8L,1845.27,KVU6S69UJNU07DWJJ4HKVP546D0BLV5SYXYZMAQFDY4IQUPL90,1.6,76,FOOD,NEW,BUY_NOW
Z7J113PS3H,866.59,HKH703SODJWYDJ45MCGYPILR05CLH4KQXSMTMFH3UQ1IJ4E3L9,0.23,5,BEAUTY,NEW_WITH_DEFECT,AUCTION
3E8PA7E8AK,359.41,YYO61X4EWEFSN71DAFGGUKVT54AFSP7XUX1R9XT7ISZ12W2NO4,2.23,70,AUTOMOTIVE,USED,BUY_NOW
TZW0HJUQVL,2206.27,LTH9L23IYT9S6EATOZWV5908S0ILCO3FKDDDMT7L16U8WQSHXA,2.31,85,BEAUTY,NEW_WITH_DEFECT,AUCTION
TA0YIZDAKI,3292.85,LVPRZLWKVXFYKLTML0H5D49YDVBTT9PO1SQAP8ZF12912LV3FQ,0.91,47,BEAUTY,USED,AUCTION
O9H9RGXPFZ,2895.52,Y7FPMTE1VYS2BUIL9QTQ37RCO8YW56FTH52H352ZRI75ZW82I3,1.65,41,SPORT,NEW_WITHOUT_TAG,BUY_NOW
74CPP5OFR4,2295.75,MK2E02XWPTUU7Y3IMFLL7J3DB7D3XD7B4SXX83L9V9GYYPXJTL,2.05,52,AUTOMOTIVE,NEW_WITHOUT_TAG,BUY_NOW
YDVTBFHLYK,2357.1,D4SZPOC4QHSR71UM88FG5UPUA3C0PSNVKDLQ3XD6US8STA5LFP,3.4,16,ART,NEW_WITH_DEFECT,AUCTION
NVZSDV3CVP,1770.99,LSRL868O4KMGFNK8E55VLI46GE58NMV8ZPFMEKRYKRUA2HCIIY,0.68,12,FOOD,USED,AUCTION
M5OJYWYZQB,487.81,0OAX6XWRNHA7SR6IZVP8HHWXDOP07VP9HMRL2C3KF17HJ4CIBU,4.0,98,BEAUTY,NEW_WITHOUT_TAG,BUY_NOW
NZK9D88CY3,1746.49,QG92GNEFJUA9LH5BZJ24BWWURF50XZOKOWAXSUCZU7GIP5J6Q4,1.36,48,AUTOMOTIVE,USED,BUY_NOW
FQ9BVK194M,1958.05,DPYQZV0YG9QPT640I0RQDUXOYMGA9Y6D42ZQZTBMT3DSVP96NN,4.75,20,ART,USED,AUCTION
06MCQCNNSF,4649.56,8TS9ZK4VUFBVTO4PEEWYXCD9A1YN76F0L48VLLCA53Z05MVEET,0.95,87,ELECTRONICS,USED,AUCTION
5XBUZQASMF,3000.71,BNLZIP6KWTAFEZ07NUZ3Q8NFCTVT2E7GYHV6NKHK7TJ7QCAQ89,2.41,35,HEALTH,NEW_WITH_DEFECT,AUCTION
JUFHQ3E9B2,2394.71,T0D1DZRIJZGM2GKPYMR09DKJX41BXKOG1JXS42N3FV1WKP3JAD,0.89,94,FOOD,NEW,BUY_NOW
9O7EPYCMSJ,862.47,B2GHIAP3JZD88A9CRUYUZJ7QKNNPN0HMWXRIJKDOTW670UJI0N,3.11,32,FASHION,NEW,AUCTION
Q6G16L6WDP,4663.09,I3HCFH3RH0VJKV5YZF2HYQXBOV5R12SEBB9J15NPIZXZY6T3XT,4.94,29,HEALTH,NEW_WITH_DEFECT,BUY_NOW
C8IN1OQM2O,3130.0,2HFAEWUFPSAUP6T78FJA92GOWI0W9SLDZN3UZG4N2UE6MHY3JG,1.68,63,FOOD,USED,AUCTION
HTI65US2DN,4848.56,W1VRHTHMQ75ARRYXTJ5C72YP94QNORFINKH43A8NS0I437GABI,1.99,26,HEALTH,NEW_WITHOUT_TAG,BUY_NOW
7IIA4OEPYZ,3521.59,UR1KK548240UZMCAK5C1L9F1RJ0A8SG36HTTJVFGC3OKJ9HGSD,0.4,39,BEAUTY,NEW,AUCTION
8TZREVCD3R,3472.59,CU2IPN2PX96HNMPGGJEFVQW2BMH2VBV371N64Y5ALZD0TW0N2J,0.64,61,HOME_AND_GARDEN,USED,BUY_NOW
8LGC41V3MM,3521.64,EKZ9JQQWFGGEK6YM19MZQRS20B9KHX4BM1YIGT0G3KQQ9TZ09F,3.28,68,SPORT,NEW_WITH_DEFECT,BUY_NOW
UY11FEGHF7,4205.65,AC1QCE68W4BIH34NP9M9X2JUC9DTVBDUYCSPTCJXMMKP6DSSE9,1.28,32,FASHION,NEW,BUY_NOW
SWLGSATAP2,26.92,Y7XOAQWMIRX0DB7ODCGN7NPSXM6EN5LZJHUM4XULTGOXRRW8O8,4.42,1,AUTOMOTIVE,NEW,AUCTION
G3DBI6O3TT,162.86,UTE4KAJNO8GBJJCXPVUWLG0NBM19IBOPBRSNUEYGGFI6E3TBGR,3.76,63,ART,NEW,BUY_NOW
KAKTTP6J0G,1020.73,FO1SKWEHUB06EHO299SJMJRHSHNREU3XX1YRRP98U7A3W6DHNM,1.64,97,FASHION,NEW,AUCTION
G7EUKVIPP4,4704.88,TV6IYF8X97Z7T6PXS6WR7CBXHY31R1DDY10C4NNBQKJUA7ZZ58,2.48,73,HEALTH,NEW_WITHOUT_TAG,BUY_NOW
MHW1FOTNSR,39.45,BHY60MW8XFT6J0ZGVGHC6BL11SPMGE4FOZCYEMGECAR7YPCXCL,4.8,56,ELECTRONICS,NEW_WITHOUT_TAG,AUCTION
CCWCKAKJHN,4438.18,YRFQ724SGXPVNST4FJ54EKGLS1H4AZLQYW4X0DBBQ7TAZN7CCM,4.26,29,FASHION,NEW_WITH_DEFECT,AUCTION
CXO8WO5OW0,4595.7,R8NANGBJK6WOIBI7QN2V16SZ8AY1HPSS7C7DXV6DBLXTDXY8LT,4.27,54,HEALTH,NEW_WITHOUT_TAG,AUCTION
90V8Z9AC49,3390.75,PT702F928C7ZD8VKVPLIKBZ46M0YX8WP09GBM9TH3EP96HXKA2,2.11,13,AUTOMOTIVE,NEW_WITHOUT_TAG,BUY_NOW
UY8D6KA4V3,138.63,N77VB4K2DWH9GSAN6JQYX0REOEV41WABP0WY38HY5W1L981RNR,1.36,58,HOME_AND_GARDEN,NEW_WITH_DEFECT,AUCTION
F41W81G9WD,1354.39,NZNHS6TQVOZ3AL2ZBA1BH5QMUILGMG09E3ENS8O5SQZ99ZIUKX,4.73,53,ART,NEW_WITH_DEFECT,BUY_NOW
R92IJ6YUGH,1538.18,276RB0PTIF380CDLKGCSL2WNJNHDZ4TTG7H5T8VQGJX4B5G7UX,3.41,37,AUTOMOTIVE,USED,BUY_NOW
BKPLQL1JKR,3762.37,GLKTTY9WJ6SMBZIOHS60WYT7P9IMAOY2ZLM8HYXURPUG6S2ZRJ,3.32,51,SPORT,NEW,AUCTION
DEC2IP1Z6H,482.44,Z18RU440VOFVYEWKN5P4QDQZBIYM0RL1F7CGDCB7ET1MD5J060,1.95,53,BEAUTY,NEW_WITH_DEFECT,AUCTION
W4MQBYRKBM,63.51,5C09LTCON1SPXCUIJOCW498DKI3FXQFRWZSY90I6R4KY775VR7,0.25,80,AUTOMOTIVE,USED,AUCTION
YQ5P0WRWON,3667.89,VC406DIJHC0EM6IPYZIVPD33YO0O21LMC2C5KX7X7BT55ADYME,4.67,52,SPORT,NEW_WITHOUT_TAG,AUCTION
MEGPE9W3PB,1472.81,4VWPB6OBBAK28V1350W1QCJZ4LAMVA91FCNVW7VXSTWP0M6LS5,2.88,4,SPORT,NEW,AUCTION
NCGM6WZ4TN,2993.63,HKHYQYI7C01FSO53CEV372MZXYKJAMNASSOYEBE2UK0PJD5GSX,4.04,6,AUTOMOTIVE,NEW_WITHOUT_TAG,BUY_NOW
P5KMR4F2IT,2338.92,G131O12OTZHW8QD0EHQVO1I8PGD08ULOTKXFZ4PMETMBV4VYI0,4.81,64,AUTOMOTIVE,USED,AUCTION
QVMALEQU3Y,264.42,06GP7QD2OZ3TZ29TT5WGQ1RH2K3LH6RWN43S2XE9OKPRJI52O1,2.11,6,ART,NEW,AUCTION
